Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2014","2014","TJ","3906.683227","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2015","2015","TJ","4545.524639","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2016","2016","TJ","4626.41403","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2017","2017","TJ","4151.1337","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2018","2018","TJ","3465.69632","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2019","2019","TJ","3118.713672","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2020","2020","TJ","2624.953917","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2021","2021","TJ","2921.844306","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2022","2022","TJ","2902.78356","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6506","Food Packaging","2023","2023","TJ","2902.78356","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2013","2013","TJ","23613.984575","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2014","2014","TJ","24040.356394","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2015","2015","TJ","25238.775346","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2016","2016","TJ","25082.285957","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2017","2017","TJ","25405.703054","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2018","2018","TJ","24868.883044","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2019","2019","TJ","24060.418457","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2020","2020","TJ","23362.726835","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2021","2021","TJ","24315.887029","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2022","2022","TJ","22871.677174","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6506","Food Packaging","2023","2023","TJ","22871.677174","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2013","2013","TJ","3642.045352","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2014","2014","TJ","3312.317035","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2015","2015","TJ","3332.320839","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2016","2016","TJ","3188.027238","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2017","2017","TJ","3107.45488","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2018","2018","TJ","3341.309876","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2019","2019","TJ","3265.494201","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2020","2020","TJ","2882.568497","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2021","2021","TJ","3268.857761","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2022","2022","TJ","3162.018886","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6506","Food Packaging","2023","2023","TJ","3162.018886","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2013","2013","TJ","152501.58","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2014","2014","TJ","139475.49","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2015","2015","TJ","147686.55","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2016","2016","TJ","146652.33","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2017","2017","TJ","147058.89","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2018","2018","TJ","164457.57834","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2019","2019","TJ","145347.93603","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2020","2020","TJ","152671.76463","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2021","2021","TJ","164511.18816","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2022","2022","TJ","150735.28866","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2023","2023","TJ","150735.28866","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2013","2013","TJ","906.30639","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2014","2014","TJ","1277.1594","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2015","2015","TJ","4847.15649","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2016","2016","TJ","730.8213","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2017","2017","TJ","562.07712","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2018","2018","TJ","642.6189","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2019","2019","TJ","154.277473","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2020","2020","TJ","110.210842","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2021","2021","TJ","98.322125","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2022","2022","TJ","81.748502","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6508","Food Retail","2023","2023","TJ","81.748502","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2013","2013","TJ","168769.656","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2014","2014","TJ","156239.82","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2015","2015","TJ","167194.368","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2016","2016","TJ","168202.98","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2017","2017","TJ","168077.052","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2018","2018","TJ","158562.36","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2019","2019","TJ","154409.112","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2020","2020","TJ","150726.312","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2021","2021","TJ","157363.074","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2022","2022","TJ","139663.052496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6508","Food Retail","2023","2023","TJ","139663.052496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2013","2013","TJ","20046.18","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2014","2014","TJ","18330.84","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2015","2015","TJ","19095.45","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2016","2016","TJ","15042.72","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2017","2017","TJ","17484.06","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2018","2018","TJ","18490.23","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2019","2019","TJ","19204.02","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2020","2020","TJ","14695.23","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2021","2021","TJ","23816.76","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2022","2022","TJ","19676.25","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723119","Energy Use (Heat)","6508","Food Retail","2023","2023","TJ","19676.25","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2013","2013","TJ","104712.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2014","2014","TJ","85122.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2015","2015","TJ","91825.1","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2016","2016","TJ","102774.2","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2017","2017","TJ","100474.9","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2018","2018","TJ","103576.6307","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2019","2019","TJ","104109.5358","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2020","2020","TJ","101160.8507","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2021","2021","TJ","116896.0298","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2022","2022","TJ","101242.508","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723116","Energy Use (Natural Gas, including LNG)","6505","Food Household Consumption","2023","2023","TJ","101242.508","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2013","2013","TJ","329.6562","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2014","2014","TJ","479.316","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2015","2015","TJ","554.9411","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2016","2016","TJ","325.5148","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2017","2017","TJ","268.14","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2018","2018","TJ","282.0405","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2019","2019","TJ","10.998471","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2020","2020","TJ","7.633626","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2021","2021","TJ","4.819665","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2022","2022","TJ","5.460646","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723117","Energy Use (Coal)","6505","Food Household Consumption","2023","2023","TJ","3.21726","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2013","2013","TJ","196752.583192","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2014","2014","TJ","189896.533574","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2015","2015","TJ","190369.922873","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2016","2016","TJ","196999.462053","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2017","2017","TJ","196147.139331","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2018","2018","TJ","194026.427335","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2019","2019","TJ","194815.746178","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2020","2020","TJ","195667.613154","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2021","2021","TJ","201923.399697","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2022","2022","TJ","206172.236556","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","276","Germany","723118","Energy Use (Electricity)","6505","Food Household Consumption","2023","2023","TJ","206172.236556","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2013","2013","TJ","2913","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2014","2014","TJ","3126","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2015","2015","TJ","3029","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2016","2016","TJ","2985","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2017","2017","TJ","2803.157","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2018","2018","TJ","2332.28","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2019","2019","TJ","2131.106","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2020","2020","TJ","2236.325","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2021","2021","TJ","3081.443","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2022","2022","TJ","3204.936","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6507","Food Processing","2023","2023","TJ","3204.936","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2013","2013","TJ","7606.8","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2014","2014","TJ","7830","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2015","2015","TJ","6667.2","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2016","2016","TJ","5043.6","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2017","2017","TJ","3736.2996","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2018","2018","TJ","5483.448","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2019","2019","TJ","6182.28","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2020","2020","TJ","6509.9088","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2021","2021","TJ","6641.6544","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2022","2022","TJ","6728.3496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6507","Food Processing","2023","2023","TJ","6728.3496","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2013","2013","TJ","45.552","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2014","2014","TJ","46.72","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2015","2015","TJ","51.319","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2016","2016","TJ","64.386","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2017","2017","TJ","43.435","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2018","2018","TJ","51.589538","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2019","2019","TJ","60.756951","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2020","2020","TJ","61.555498","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2021","2021","TJ","71.438676","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2022","2022","TJ","85.340504","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6815","Food Transport","2023","2023","TJ","85.340504","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2013","2013","TJ","1660.947864","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2014","2014","TJ","1491.388815","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2015","2015","TJ","1329.542067","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2016","2016","TJ","1301.883986","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2017","2017","TJ","925.885613","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2018","2018","TJ","1057.735887","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2019","2019","TJ","1120.069377","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2020","2020","TJ","1706.746034","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2021","2021","TJ","1866.829746","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2022","2022","TJ","1739.024827","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6506","Food Packaging","2023","2023","TJ","1739.024827","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723117","Energy Use (Coal)","6506","Food Packaging","2013","2013","TJ","1049.635636","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723117","Energy Use (Coal)","6506","Food Packaging","2014","2014","TJ","1163.628427","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723117","Energy Use (Coal)","6506","Food Packaging","2015","2015","TJ","1314.899954","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723117","Energy Use (Coal)","6506","Food Packaging","2016","2016","TJ","1323.478372","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2013","2013","TJ","2400.183529","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2014","2014","TJ","2544.049877","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2015","2015","TJ","2592.249259","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2016","2016","TJ","2213.553255","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2017","2017","TJ","2577.168639","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2018","2018","TJ","2783.203884","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2019","2019","TJ","2825.264353","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2020","2020","TJ","2598.456385","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2021","2021","TJ","2706.277898","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2022","2022","TJ","2599.17644","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723118","Energy Use (Electricity)","6506","Food Packaging","2023","2023","TJ","2599.17644","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2013","2013","TJ","1913.67","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2014","2014","TJ","1923.57","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2015","2015","TJ","2544.3","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2016","2016","TJ","2272.38","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2017","2017","TJ","2313.54618","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2018","2018","TJ","2209.86183","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2019","2019","TJ","2348.01105","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2020","2020","TJ","2103.15204","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2021","2021","TJ","2190.98946","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2022","2022","TJ","1669.34889","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","300","Greece","723116","Energy Use (Natural Gas, including LNG)","6508","Food Retail","2023","2023","TJ","1669.34889","E","Estimated value"
